Name_Id,id_from,RA,DEC,otype_txt,redshift,rvz_type,otypes,Ne_IR_info,SMB_sample
WISEA J130005.34+163214.8,NED,195.0222824159949,16.537426937235,Sy1,0.07993,z,X  |G  |Sy1|AGN|IR |G  |Rad|Sy1,NeII|NeIII|NeV,5435
2MASX J18334627+4727027,SIMBAD,278.442894212241,47.4507134316283,Sy1,0.160705,z,*  |QSO|Sy1|AGN|Rad|G  ,NeII|NeIII|NeV,5437
2E   437,SIMBAD,24.1017525068828,20.9576453099562,Sy1,0.425,z,QSO|Sy1|IR |G  |X  |Rad|AGN|*  |UV ,NeII,5438
Mrk  877,SIMBAD,245.0470000061806,17.4076427961057,Sy1,0.112,z,*  |QSO|Sy1|UV |IR |X  |G  ,NeII|NeV,5459
3C 033,NED,17.2202921856418,13.3372938323548,Sy2,0.059615,z,Sy2|Sy2|Sy2|AGN|Rad|G  |X  ,NeII|NeIII|NeV,5617
NGC  3393,SIMBAD,162.0977791666667,-25.162027777777777,Sy2,0.012575037748216333,v,X  |HI |Sy2|G  |GiC|Sy2|AGN|IR |EmG|Rad|G  |GiG,NeIII|NeV,5618
IC 1816,SIMBAD,37.9624348328282,-36.6721504218361,Sy2,0.017052,z,X  |Sy2|G  |G  |Rad|Sy2|AGN|*  |IR ,NeII|NeIII|NeV,5621
Mrk 1506,SIMBAD,68.2962325822305,5.354338206573,Sy1,0.03357276087555472,v,smm|AGN|G  |Bz?|Rad|rG |Bla|X  |AGN|Sy1|Sy1|Sy1|Bz?|Rad|Bla|QSO|Sy1|V* |IR |X  |Rad|G  |AGN|gam|QSO|*  ,NeII|NeIII|NeV,5670
Mrk 1014,SIMBAD,29.9593872297909,0.3946872917596,Sy1,0.16349,z,AGN|QSO|AGN|X  |QSO|QSO|Sy1|QSO|AGN|QSO|Sy1|EmO|UV |Rad|X  |IR |G  |GiC|*  ,NeII|NeIII|NeV,5722
Mrk  771,SIMBAD,188.0150934367254,20.1581932893276,Sy1,0.06373,z,AGN|Sy1|G  |QSO|Sy1|AGN|IR |UV |X  |blu|G  ,NeII|NeIII|NeV,5727
Mrk  304,SIMBAD,334.3010993178031,14.239144042798,Sy1,0.066293,z,QSO|G  |*  |QSO|Sy1|AGN|UV |X  |IR |G  ,NeII|NeIII|NeV,5729
Mrk 1513,SIMBAD,323.1159013272263,10.1386807515712,Sy1,0.06199,z,*  |Sy1|AGN|UV |X  |IR |G  |QSO,NeII|NeIII|NeV,5730
2MASS J14294306+4747262,SIMBAD,217.4294752646648,47.7906153683504,Sy1,0.220706,z,IR |X  |AGN|X  |QSO|X  |Sy1|QSO|Rad|UV |blu|QSO|BH?,NeII,5733
2MASX J10181928+3722419,SIMBAD,154.5801685323398,37.3784330104906,Sy2,0.04932,z,G  |AG?|Sy2|Sy2|AGN|IR ,NeII|NeIII|NeV,5827
2MASX J14323249+3406257,SIMBAD,218.1354156367204,34.1070585359021,Sy2,0.0424,z,Sy2|AGN|Sy2|AG?|Sy2|*  |AGN|EmG|G  ,NeII|NeIII,5836
Mrk 1383,SIMBAD,217.2773827052777,1.2850433283204,Sy1,0.086,z,X  |AGN|Sy1|G  |Sy1|AGN|UV |IR |X  |G  |QSO,NeII|NeIII|NeV,5875
SDSS J040208.86-050642.0,SIMBAD,60.536954,-5.111694,Sy1,0.13929,z,AGN|Sy1|G  |G  |G  ,NeIII,5959
3C 452,SIMBAD,341.4532791666667,39.6876,Sy2,0.081086,z,Sy2|Rad|IR |QSO|Sy2|AGN|Rad|G  |X  ,NeII|NeIII|NeV,5968
MCG-03-34-064,SIMBAD,200.6020208333333,-16.728358333333333,Sy2,0.017092,z,Sy2|Sy2|G  |Sy1|Sy2|AGN|Rad|*  |IR |gam|G  |X  ,NeII|NeIII|NeV,6017
ESO 434-40,SIMBAD,146.9172274539869,-30.9488776368634,Sy2,0.008226,z,Sy1|Sy2|Sy2|Sy2|Sy2|Sy2|*  |G  |Sy2|SyG|AGN|X  |gam|EmG|G  |GiG,NeII|NeIII|NeV,6018
4C 13.41,SIMBAD,151.8587357197524,12.8156078252726,Sy1,0.24074,z,IR |G  |UV |QSO|X  |X  |AGN|QSO|Sy1|QSO|Rad,NeII|NeV,6498
NGC  4593,SIMBAD,189.9143481338243,-5.3441763966997,Sy1,0.008343890665418963,v,Rad|X  |Sy1|Sy1|G  |QSO|Sy1|AGN|IR |X  |gam|G  |GiG,NeII|NeIII|NeV,6805
NGC   931,SIMBAD,37.0602877010324,31.3115187984105,Sy1,0.016338,z,Rad|G  |Sy1|Sy1|G  |QSO|Sy1|AGN|X  |IR |gam|GiG|IG ,NeII|NeIII|NeV,6821
2MASX J21564950-0745325,SIMBAD,329.2062666666666,-7.759044444444445,Sy2,0.05536,z,X  |AGN|Sy2|SyG|Rad|rG |G  ,NeV,6824
2MASS J13234951+6541480,SIMBAD,200.9563263875194,65.6967128221156,Sy1,0.1678,z,IR |AGN|QSO|Sy1|UV |*  |X  |BH?,NeII,6942
IC 3078,SIMBAD,184.0001840816616,12.6872905880063,Sy1,0.06614,z,AGN|X  |G  |Sy1|LIN|*  |rG |G  |QSO|AGN|Rad|IR |G  ,NeIII,6949
LEDA   29208,SIMBAD,151.0839073552646,5.2167769271617,Sy1,0.16012,z,G  |IR |QSO|AGN|X  |Sy1|QSO|QSO|AGN|QSO|Sy1|UV |X  |BH?,NeII|NeV,7084
ICRF J134733.3+121724,SIMBAD,206.8890067309167,12.29006673811111,Sy2,0.12118,z,GiP|PoG|Sy2|X  |G  |gam|Rad|IR |UV |AGN|Sy1|rG |BiC|BiC|QSO|*  ,NeII|NeIII|NeV,7369
NGC  7743,SIMBAD,356.0881612203378,9.9341583693581,Sy2,0.005644,z,G  |*  |G  |Sy2|AGN|IR |G  ,NeII|NeIII|NeV,7479
LEDA   90429,SIMBAD,354.75530833333323,36.35243611111111,SyG,0.064531,z,SyG|AGN|IR |G  ,NeII|NeIII|NeV,7494
LEDA   70560,SIMBAD,347.1414671620645,5.3582677277076,Sy2,0.173,z,QSO|*  |QSO|Sy2|AGN|IR |gam|G  ,NeII|NeIII|NeV,7495
LEDA   52314,SIMBAD,219.5673465746783,-6.9724062561421,Sy1,0.129,z,IR |*  |G  |QSO|Sy1|UV |X  |AGN,NeII|NeV,7538
M  94,SIMBAD,192.72145,41.120152777777776,SyG,0.0009573289532186965,c,AGN|G  |G  |G  |G  |SyG|AGN|Rad|IR |X  |G  |GiG,NeII|NeIII|NeV,7624
ESO 323-32,SIMBAD,193.3346219822749,-41.6356313956091,Sy2,0.015941,z,X  |Sy2|*  |G  |Sy2|GiC|Sy1|AGN|IR |G  |GiG,NeII,7698
Mrk  463,SIMBAD,209.0121,18.3718,Sy2,0.050382,z,Sy1|G  |Sy2|AGN|X  |IR |Rad|gam|G  ,NeV,7797
NGC  4388,SIMBAD,186.4450833333333,12.662069444444445,Sy2,0.00856,z,X  |Sy2|Sy2|G  |HI |Sy2|AGN|Rad|X  |IR |gam|GiC|G  |HI |smm|GiG,NeII|NeIII|NeV,7812
M  88,SIMBAD,187.9967333333333,14.420411111111113,Sy2,0.007602,z,GiG|HI |GiC|gam|X  |IR |AGN|Sy2|G  |G  |G  |G  |Rad,NeII|NeIII|NeV,7813
NGC  5033,SIMBAD,198.36472916666668,36.59365,Sy1,0.002838630450136274,c,GiG|smm|GiC|X  |IR |AGN|Sy1|Sy2|G  |GiP|HI |G  |Rad,NeII|NeIII|NeV,7817
ESO  33-2,SIMBAD,73.9955180976356,-75.5411921193651,Sy2,0.018426,z,Sy2|Sy2|G  |Sy2|AGN|*  |IR |X  |gam|G  |GiG,NeII|NeIII|NeV,8035
LEDA   90054,SIMBAD,105.8510503847284,-60.2562404904673,Sy2,0.031572,z,X  |*  |G  |QSO|Sy2|AGN|IR |G  |GiG,NeV,8036
WISEA J124819.76+662142.6,NED,192.0823984186054,66.36181117053889,Sy1,0.26,z,Sy1|AGN,NeIII,8075
Mrk  334,SIMBAD,0.7900421993242,21.9602646692546,Sy1,0.022049,z,G  |Sy1|EmG|AGN|X  |IR |*  |IG |G  ,NeII|NeIII|NeV,8130
Mrk  273,SIMBAD,206.175684,55.887093,Sy2,0.03734,z,IG |gam|X  |IR |AGN|Sy2|SyG|Sy1|G  |rG |G  |Rad,NeII|NeIII|NeV,8133
2MASX J08584172+1041223,SIMBAD,134.6740000945038,10.6894513470143,Sy2,0.14803,z,Rad|X  |Sy2|rG |rG |QSO|Sy2|AGN|IR |G  ,NeII|NeIII|NeV,8175
2MASSI J0918486+211717,SIMBAD,139.7025483898785,21.288075109967,Sy1,0.14903,z,IR |X  |AGN|QSO|X  |AGN|AGN|Sy1|Sy1|AGN|QSO,NeII|NeIII|NeV,8266
ESO 420-13,SIMBAD,63.457079166666674,-32.007,Sy2,0.011935,z,G  |Sy2|AGN|IR |*  |G  ,NeII|NeV,8323
IRAS F08216+3009,SIMBAD,126.1803643248406,29.9898649975916,Sy2,0.02542,z,AGN|G  |AG?|AGN|Sy2|IR |Sy2|AGN|Rad|G  ,NeII|NeIII|NeV,8333
Mrk  817,SIMBAD,219.0920083646345,58.7942765018961,Sy1,0.15838,z,X  |Sy1|Sy1|rG |G  |Sy1|AGN|Rad|UV |X  |IR |G  |QSO,NeII|NeIII|NeV,8416
ICRF J130533.0-103319,SIMBAD,196.3875621297486,-10.5553973862976,Sy1,0.2784,z,QSO|Bla|Rad|Bla|X  |cm |QSO|Rad|QSO|Bla|G  |QSO|Sy1|AGN|*  |UV |IR |Rad|X  |AGN|QSO|BH?,NeII|NeIII|NeV,8418
NGC   612,SIMBAD,23.490629,-36.493279,Sy2,0.029911,z,QSO|HI |cm |Sy2|AGN|Sy2|rG |G  |G  |QSO|rG |Rad|IR |*  |X  |GiG,NeII,8526
NGC  1058,SIMBAD,40.8751030180145,37.3413354842991,Sy2,0.0017293573493151193,v,G  |G  |*  |G  |Sy2|V* |AGN|IR |G  |GiG,NeII|NeV,8527
4C 23.43,SIMBAD,246.1628486955644,23.7533949529095,Sy1,0.92715,z,IR |AGN|X  |Rad|QSO|QSO|*  |Rad|X  |Bla|G  |Sy1,NeII|NeIII|NeV,8558
NGC  6890,SIMBAD,304.5754370634793,-44.8068701865797,Sy2,0.008,z,*  |G  |Sy2|AGN|IR |G  |GiG,NeII|NeIII|NeV,8562
NGC  2622,SIMBAD,129.5455679438953,24.8952892246554,Sy1,0.02866,z,G  |AGN|AGN|X  |G  |Sy1|QSO|Sy1|AGN|IR |Rad|X  |G  |GrG|GiG,NeII|NeIII|NeV,8594
